"SourceFile","OriginalFile","Container","ID","XPath","Index","Value","Length","Class","Safety","NeedsFontWhenTranslated","NeedsLayoutReview","Placeholders","AlreadyPatched","Reason"
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_INTERACTION_OFFERGIFT_TREASURE_REFUSE_STRONG","description","","TEXT.Description.Interaction.OfferGift.Treasure.Refuse.Strong","61","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_TRIBUTE_TREASURE","name","","TEXT.Name.Interaction.Demand.TributeTreasure","44","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_TRIBUTE_TREASURE","description","","TEXT.Description.Interaction.Demand.TributeTreasure","51","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_TRIBUTE_TREASURE","responses/response/name","0","TEXT.Name.Interaction.Demand.TributeTreasure.Accept","51","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_TRIBUTE_TREASURE","responses/response/description","0","TEXT.Description.Interaction.Demand.TributeTreasure.Accept","58","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_TRIBUTE_TREASURE","responses/response/name","1","TEXT.Name.Interaction.Demand.TributeTreasure.Refuse.Weak","56","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_TRIBUTE_TREASURE","responses/response/description","1","TEXT.Description.Interaction.Demand.TributeTreasure.Refuse.Weak","63","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_TRIBUTE_TREASURE","responses/response/name","2","TEXT.Name.Interaction.Demand.TributeTreasure.Refuse.Strong","58","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_TRIBUTE_TREASURE","responses/response/description","2","TEXT.Description.Interaction.Demand.TributeTreasure.Refuse.Strong","65","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_INTERACTION_DEMAND_TRIBUTE_TREASURE_ACCEPT","name","","TEXT.Name.Interaction.Demand.TributeTreasure.Accept","51","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_INTERACTION_DEMAND_TRIBUTE_TREASURE_ACCEPT","description","","TEXT.Description.Interaction.Demand.TributeTreasure.Accept","58","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_INTERACTION_DEMAND_TRIBUTE_TREASURE_REFUSE_WEAK","name","","TEXT.Name.Interaction.Demand.TributeTreasure.Refuse.Weak","56","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_INTERACTION_DEMAND_TRIBUTE_TREASURE_REFUSE_WEAK","description","","TEXT.Description.Interaction.Demand.TributeTreasure.Refuse.Weak","63","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_INTERACTION_DEMAND_TRIBUTE_TREASURE_REFUSE_STRONG","name","","TEXT.Name.Interaction.Demand.TributeTreasure.Refuse.Strong","58","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_INTERACTION_DEMAND_TRIBUTE_TREASURE_REFUSE_STRONG","description","","TEXT.Description.Interaction.Demand.TributeTreasure.Refuse.Strong","65","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_SWITCHRELIGION","name","","TEXT.Name.Interaction.Demand.SwitchReligion","43","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_SWITCHRELIGION","description","","TEXT.Description.Interaction.Demand.SwitchReligion","50","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_SWITCHRELIGION","responses/response/name","0","TEXT.Name.Interaction.Demand.SwitchReligion.Accept","50","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_SWITCHRELIGION","responses/response/description","0","TEXT.Description.Interaction.Demand.SwitchReligion.Accept","57","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_SWITCHRELIGION","responses/response/name","1","TEXT.Name.Interaction.Demand.SwitchReligion.Refuse.Weak","55","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_SWITCHRELIGION","responses/response/description","1","TEXT.Description.Interaction.Demand.SwitchReligion.Refuse.Weak","62","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_SWITCHRELIGION","responses/response/name","2","TEXT.Name.Interaction.Demand.SwitchReligion.Refuse.Strong","57","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DEMAND_SWITCHRELIGION","responses/response/description","2","TEXT.Description.Interaction.Demand.SwitchReligion.Refuse.Strong","64","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_INTERACTION_DEMAND_SWITCHRELIGION_ACCEPT","name","","TEXT.Name.Interaction.Demand.SwitchReligion.Accept","50","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_INTERACTION_DEMAND_SWITCHRELIGION_ACCEPT","description","","TEXT.Description.Interaction.Demand.SwitchReligion.Accept","57","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_INTERACTION_DEMAND_SWITCHRELIGION_REFUSE_WEAK","name","","TEXT.Name.Interaction.Demand.SwitchReligion.Refuse.Weak","55","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_INTERACTION_DEMAND_SWITCHRELIGION_REFUSE_WEAK","description","","TEXT.Description.Interaction.Demand.SwitchReligion.Refuse.Weak","62","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_INTERACTION_DEMAND_SWITCHRELIGION_REFUSE_STRONG","name","","TEXT.Name.Interaction.Demand.SwitchReligion.Refuse.Strong","57","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_INTERACTION_DEMAND_SWITCHRELIGION_REFUSE_STRONG","description","","TEXT.Description.Interaction.Demand.SwitchReligion.Refuse.Strong","64","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DENOUNCE","name","","TEXT.Name.Interaction.Denounce","30","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_DENOUNCE","description","","TEXT.Description.Interaction.Denounce","37","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_PRAISE","name","","TEXT.Name.Interaction.Praise","28","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_PRAISE","description","","TEXT.Description.Interaction.Praise","35","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_DESTROY_BANDIT_CAMP","name","","TEXT.Name.Request.DestroyBanditCamp","35","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_DESTROY_BANDIT_CAMP","description","","TEXT.Description.Request.DestroyBanditCamp","42","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_DESTROY_BANDIT_CAMP","responses/response/name","0","TEXT.Name.Request.DestroyBanditCamp.OK","38","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_DESTROY_BANDIT_CAMP","responses/response/description","0","TEXT.Description.Request.DestroyBanditCamp.OK","45","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_DESTROY_BANDIT_CAMP","responses/response/name","1","TEXT.Name.Request.DestroyBanditCamp.Refuse.Immediate.Weak","57","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_DESTROY_BANDIT_CAMP","responses/response/description","1","TEXT.Description.Request.DestroyBanditCamp.Refuse.Immediate.Weak","64","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_DESTROY_BANDIT_CAMP","responses/response/name","2","TEXT.Name.Request.DestroyBanditCamp.Refuse.Immediate.Strong","59","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_DESTROY_BANDIT_CAMP","responses/response/description","2","TEXT.Description.Request.DestroyBanditCamp.Refuse.Immediate.Strong","66","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_DESTROY_BANDIT_CAMP","followUpVisitResponses/response/name","0","TEXT.Name.Request.DestroyBanditCamp.Accept","42","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_DESTROY_BANDIT_CAMP","followUpVisitResponses/response/description","0","TEXT.Description.Request.DestroyBanditCamp.Accept","49","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_DESTROY_BANDIT_CAMP","followUpVisitResponses/response/name","1","TEXT.Name.Request.DestroyBanditCamp.Refuse.Delayed.Weak","55","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_DESTROY_BANDIT_CAMP","followUpVisitResponses/response/description","1","TEXT.Description.Request.DestroyBanditCamp.Refuse.Delayed.Weak","62","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_DESTROY_BANDIT_CAMP","followUpVisitResponses/response/name","2","TEXT.Name.Request.DestroyBanditCamp.Refuse.Delayed.Strong","57","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_DESTROY_BANDIT_CAMP","followUpVisitResponses/response/description","2","TEXT.Description.Request.DestroyBanditCamp.Refuse.Delayed.Strong","64","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_DESTROY_BANDIT_CAMP_OK","name","","TEXT.Name.Request.DestroyBanditCamp.OK","38","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_DESTROY_BANDIT_CAMP_OK","description","","TEXT.Description.Request.DestroyBanditCamp.OK","45","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_DESTROY_BANDIT_CAMP_REFUSE_WEAK","name","","TEXT.Name.Request.DestroyBanditCamp.Refuse.Immediate.Weak","57","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_DESTROY_BANDIT_CAMP_REFUSE_WEAK","description","","TEXT.Description.Request.DestroyBanditCamp.Refuse.Immediate.Weak","64","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_DESTROY_BANDIT_CAMP_REFUSE_STRONG","name","","TEXT.Name.Request.DestroyBanditCamp.Refuse.Immediate.Strong","59","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_DESTROY_BANDIT_CAMP_REFUSE_STRONG","description","","TEXT.Description.Request.DestroyBanditCamp.Refuse.Immediate.Strong","66","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_DESTROY_BANDIT_CAMP_FOLLOWUP_ACCEPT","name","","TEXT.Name.Request.DestroyBanditCamp.Accept","42","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_DESTROY_BANDIT_CAMP_FOLLOWUP_ACCEPT","description","","TEXT.Description.Request.DestroyBanditCamp.Accept","49","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_DESTROY_BANDIT_CAMP_FOLLOWUP_REFUSE_WEAK","name","","TEXT.Name.Request.DestroyBanditCamp.Refuse.Delayed.Weak","55","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_DESTROY_BANDIT_CAMP_FOLLOWUP_REFUSE_WEAK","description","","TEXT.Description.Request.DestroyBanditCamp.Refuse.Delayed.Weak","62","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_DESTROY_BANDIT_CAMP_FOLLOWUP_REFUSE_STRONG","name","","TEXT.Name.Request.DestroyBanditCamp.Refuse.Delayed.Strong","57","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_DESTROY_BANDIT_CAMP_FOLLOWUP_REFUSE_STRONG","description","","TEXT.Description.Request.DestroyBanditCamp.Refuse.Delayed.Strong","64","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_TRIBUTE_TREASURE","name","","TEXT.Name.Request.TributeTreasure","33","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_TRIBUTE_TREASURE","description","","TEXT.Description.Request.TributeTreasure","40","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_TRIBUTE_TREASURE","responses/response/name","0","TEXT.Name.Request.TributeTreasure.OK","36","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_TRIBUTE_TREASURE","responses/response/description","0","TEXT.Description.Request.TributeTreasure.OK","43","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_TRIBUTE_TREASURE","responses/response/name","1","TEXT.Name.Request.TributeTreasure.Refuse.Immediate.Weak","55","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_TRIBUTE_TREASURE","responses/response/description","1","TEXT.Description.Request.TributeTreasure.Refuse.Immediate.Weak","62","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_TRIBUTE_TREASURE","responses/response/name","2","TEXT.Name.Request.TributeTreasure.Refuse.Immediate.Strong","57","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_TRIBUTE_TREASURE","responses/response/description","2","TEXT.Description.Request.TributeTreasure.Refuse.Immediate.Strong","64","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_TRIBUTE_TREASURE","followUpVisitResponses/response/name","0","TEXT.Name.Request.TributeTreasure.Accept","40","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_TRIBUTE_TREASURE","followUpVisitResponses/response/description","0","TEXT.Description.Request.TributeTreasure.Accept","47","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_TRIBUTE_TREASURE","followUpVisitResponses/response/name","1","TEXT.Name.Request.TributeTreasure.Refuse.Delayed.Weak","53","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_TRIBUTE_TREASURE","followUpVisitResponses/response/description","1","TEXT.Description.Request.TributeTreasure.Refuse.Delayed.Weak","60","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_TRIBUTE_TREASURE","followUpVisitResponses/response/name","2","TEXT.Name.Request.TributeTreasure.Refuse.Delayed.Strong","55","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","interaction","INTERACTION_REQUEST_TRIBUTE_TREASURE","followUpVisitResponses/response/description","2","TEXT.Description.Request.TributeTreasure.Refuse.Delayed.Strong","62","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_TRIBUTE_TREASURE_OK","name","","TEXT.Name.Request.TributeTreasure.OK","36","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_TRIBUTE_TREASURE_OK","description","","TEXT.Description.Request.TributeTreasure.OK","43","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_TRIBUTE_TREASURE_REFUSE_WEAK","name","","TEXT.Name.Request.TributeTreasure.Refuse.Immediate.Weak","55","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_TRIBUTE_TREASURE_REFUSE_WEAK","description","","TEXT.Description.Request.TributeTreasure.Refuse.Immediate.Weak","62","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_TRIBUTE_TREASURE_REFUSE_STRONG","name","","TEXT.Name.Request.TributeTreasure.Refuse.Immediate.Strong","57","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_TRIBUTE_TREASURE_REFUSE_STRONG","description","","TEXT.Description.Request.TributeTreasure.Refuse.Immediate.Strong","64","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_TRIBUTE_TREASURE_ACCEPT","name","","TEXT.Name.Request.TributeTreasure.Accept","40","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_TRIBUTE_TREASURE_ACCEPT","description","","TEXT.Description.Request.TributeTreasure.Accept","47","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_TRIBUTE_TREASURE_REFUSE_WEAK","name","","TEXT.Name.Request.TributeTreasure.Refuse.Delayed.Weak","53","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_TRIBUTE_TREASURE_REFUSE_WEAK","description","","TEXT.Description.Request.TributeTreasure.Refuse.Delayed.Weak","60","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_TRIBUTE_TREASURE_REFUSE_STRONG","name","","TEXT.Name.Request.TributeTreasure.Refuse.Delayed.Strong","55","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\ProactiveInteractions.xml","ProactiveInteractions.original.xml","response","RESPONSE_REQUEST_TRIBUTE_TREASURE_REFUSE_STRONG","description","","TEXT.Description.Request.TributeTreasure.Refuse.Delayed.Strong","62","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
