"SourceFile","Kind","Original","Translation","Status","LocalizationAttempted","AttemptStatus","FailureReason","Safety","Notes","Locators"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","AI Config References","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, settings, parser, or config-validation text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Config.XML; MethodName=LoadXML; MethodToken=0x06000aff; ILOffset=16"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","AI Constants","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, settings, parser, or config-validation text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Config.Config_AIConstants; MethodName=.ctor; MethodToken=0x06000aef; ILOffset=23"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","all","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, settings, parser, or config-validation text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_AppendForUnitsProperties; MethodToken=0x06001739; ILOffset=196 | TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_AppendForUnitsProperties; MethodToken=0x06001739; ILOffset=354 | TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_AppendForUnitsProperties; MethodToken=0x06001739; ILOffset=517 | TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_AppendForUnitsProperties; MethodToken=0x06001739; ILOffset=617 | TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_AppendForUnitsProperties; MethodToken=0x06001739; ILOffset=693 | TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_AppendForStructuresProperties; MethodToken=0x0600173a; ILOffset=134"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","all","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=2881 | TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=4195 | TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=9542 | TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=10572"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","All players have contact with one another from the start of the game.","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: user setting descriptions are serialized into Settings.xml without XML-safe encoding; non-ASCII trial text polluted Settings.xml and caused 'Error Loading User Settings'.","","","TypeFullName=AtTheGatesCommon.ns_GlobalSystems.UserSetting_GlobalContactAtStart; MethodName=.ctor; MethodToken=0x0600046e; ILOffset=26"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Alliances =","同盟 =","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260702-091228\accepted.json","TypeFullName=AtTheGatesCommon.ns_Config.LeaderStartingDiplomacyData; MethodName=ToString; MethodToken=0x060012b4; ILOffset=31"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Allow the Debug Command Console to be brought up by pressing the grave key (`, AKA the tilde key) or Ctrl-C.","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: user setting descriptions are serialized into Settings.xml without XML-safe encoding; non-ASCII trial text polluted Settings.xml and caused 'Error Loading User Settings'.","","","TypeFullName=AtTheGatesCommon.ns_GlobalSystems.UserSetting_EnableDebugConsole; MethodName=.ctor; MethodToken=0x06000485; ILOffset=26"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Allow the turn to be ended even if Units/Settlements haven't yet been given orders.","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: user setting descriptions are serialized into Settings.xml without XML-safe encoding; non-ASCII trial text polluted Settings.xml and caused 'Error Loading User Settings'.","","","TypeFullName=AtTheGatesCommon.ns_GlobalSystems.UserSetting_CanEndTurnWithIdle; MethodName=.ctor; MethodToken=0x06000418; ILOffset=26"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","allowed on Tribal Council","可进入部族议会","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-043731\accepted.json","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=7570"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Allows","允许","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-043731\accepted.json","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=7624"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Allows the","允许","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-055841\accepted.json","TypeFullName=AtTheGatesCommon.ns_Config.TechConfig; MethodName=AppendStructuresUnlocked; MethodToken=0x06001270; ILOffset=245"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","almost immediately","几乎立即","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260702-082853\accepted.json","TypeFullName=AtTheGatesCommon.ns_Text.Text; MethodName=GetHumanReadableChance; MethodToken=0x06000204; ILOffset=197 | TypeFullName=AtTheGatesCommon.ns_Text.Text; MethodName=GetHumanReadablePercentChance1000; MethodToken=0x06000205; ILOffset=226"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","always has the option to withdraw and break the","始终可以选择撤退并中断","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260702-042437\accepted.json","TypeFullName=AtTheGatesCommon.ns_UI.Concepts; MethodName=.cctor; MethodToken=0x0600026a; ILOffset=4402"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","An AI Leader will contact the Human every turn, if possible.","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: user setting descriptions are serialized into Settings.xml without XML-safe encoding; non-ASCII trial text polluted Settings.xml and caused 'Error Loading User Settings'.","","","TypeFullName=AtTheGatesCommon.ns_GlobalSystems.UserSetting_EveryTurn_ForceDiplomacy; MethodName=.ctor; MethodToken=0x0600046c; ILOffset=26"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","an enemy","敌方","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-044826\accepted.json","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=11388"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","and","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=6084"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","and a","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, settings, parser, or config-validation text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_Families; MethodToken=0x06001730; ILOffset=373"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","and a half years","年半","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260702-084450\accepted.json","TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=GetTimeLength; MethodToken=0x06001716; ILOffset=101"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","and driven off, your victorious army left","并被击退，你的胜军","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-045747\accepted.json","TypeFullName=AtTheGatesCommon.ns_Utilities.BattleProjection; MethodName=BuildSummary; MethodToken=0x0600014e; ILOffset=413"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","and suffer a significant amount of","，并在过程中承受大量","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260702-030252\accepted.json","TypeFullName=AtTheGatesCommon.ns_UI.Concepts; MethodName=.cctor; MethodToken=0x0600026a; ILOffset=3234 | TypeFullName=AtTheGatesCommon.ns_UI.Concepts; MethodName=.cctor; MethodToken=0x0600026a; ILOffset=3301"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","any","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=2849 | TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=3541 | TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=3888 | TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=10849"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","any type of","任意类型的","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-062022\accepted.json","TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_Abilities; MethodToken=0x06001724; ILOffset=910"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","ART","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_GlobalSystems.PatchNotes; MethodName=GuessChangeType; MethodToken=0x06000381; ILOffset=143"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","as","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: broad grammar fragment, punctuation glue, or semantic-free token; not useful as a standalone localization target.","","","TypeFullName=AtTheGatesCommon.ns_Config.TechConfig; MethodName=AppendBuildablesUnlocked; MethodToken=0x0600126f; ILOffset=239"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","As...","作为…","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260702-084450\accepted.json","TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_LeadsToProfessions; MethodToken=0x0600172d; ILOffset=116"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Assigning an Apprentice to this Structure requires:","为此建筑分配一名学徒需要：","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-055841\accepted.json","TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_Apprentices; MethodToken=0x06001723; ILOffset=147"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","at","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: broad grammar fragment, punctuation glue, or semantic-free token; not useful as a standalone localization target.","","","TypeFullName=AtTheGatesCommon.ns_Text.Text; MethodName=BuildCurrentTimeString; MethodToken=0x06000221; ILOffset=263"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","at current pace","按当前速度","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-054804\accepted.json","TypeFullName=AtTheGatesCommon.ns_Config.TechConfig; MethodName=BuildResearchProgressTooltip; MethodToken=0x0600126c; ILOffset=336 | TypeFullName=AtTheGatesCommon.ns_Config.TechConfig; MethodName=BuildResearchProgressTooltip; MethodToken=0x0600126c; ILOffset=563"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","at the end of this turn","在本回合结束时","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-055508\accepted.json","TypeFullName=AtTheGatesCommon.ns_Config.ResourceConfig; MethodName=GetDeficiencyHelpText; MethodToken=0x0600123b; ILOffset=117"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","ATGCloseableScreen.Background","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_UI.ATGCloseableScreen; MethodName=CreateBackground; MethodToken=0x06000295; ILOffset=452"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","ATGCloseableScreen.TitleLabel","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_UI.ATGCloseableScreen; MethodName=AddTitle; MethodToken=0x06000298; ILOffset=43 | TypeFullName=AtTheGatesCommon.ns_UI.ATGCloseableScreen; MethodName=AddTitle; MethodToken=0x06000299; ILOffset=61"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Attackers:","进攻方：","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-050245\accepted.json","TypeFullName=AtTheGatesCommon.ns_Utilities.BattleProjection; MethodName=ToString; MethodToken=0x06000154; ILOffset=8"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","available on its","在自身","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260702-042437\accepted.json","TypeFullName=AtTheGatesCommon.ns_UI.Concepts; MethodName=.cctor; MethodToken=0x0600026a; ILOffset=4352"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","available on their","可用于其","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-035833\accepted.json","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=1454"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","-based","基于","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-044826\accepted.json","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=12160 | TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=12239 | TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=12368"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Beach Offset:","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, settings, parser, or config-validation text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Config.BeachVariant; MethodName=ToString; MethodToken=0x060013a2; ILOffset=29"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","being given a hint of a tile he can already see (","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, settings, parser, or config-validation text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Diplomacy.Transaction; MethodName=Execute_Hints; MethodToken=0x0600092f; ILOffset=93"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","being harvested","正在被采收","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-062543\accepted.json","TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_Production; MethodToken=0x0600172a; ILOffset=1523"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Below","低于","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-072920\accepted.json","TypeFullName=AtTheGatesCommon.ns_Config.Condition; MethodName=ToString_Custom; MethodToken=0x06000fd5; ILOffset=119"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","below 0","低于0","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-055508\accepted.json","TypeFullName=AtTheGatesCommon.ns_Config.ResourceConfig; MethodName=GetDeficiencyHelpText; MethodToken=0x0600123b; ILOffset=59"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Besieging an enemy","围攻敌方","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260702-042437\accepted.json","TypeFullName=AtTheGatesCommon.ns_UI.Concepts; MethodName=.cctor; MethodToken=0x0600026a; ILOffset=4320"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","bloodied and sore","浴血负伤","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-050245\accepted.json","TypeFullName=AtTheGatesCommon.ns_Utilities.BattleProjection; MethodName=BuildSummary; MethodToken=0x0600014e; ILOffset=542"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Borders Spritesheet","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, settings, parser, or config-validation text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.Utils.BordersBuilder; MethodName=GetBorderTexture; MethodToken=0x06000013; ILOffset=240"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Both armies are left bloodied, but still able to fight another day.","两军都浴血负伤，但仍可来日再战。","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-045747\accepted.json","TypeFullName=AtTheGatesCommon.ns_Utilities.BattleProjection; MethodName=BuildSummary; MethodToken=0x0600014e; ILOffset=116"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Both armies are left crippled!","两军都遭受重创！","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-045747\accepted.json","TypeFullName=AtTheGatesCommon.ns_Utilities.BattleProjection; MethodName=BuildSummary; MethodToken=0x0600014e; ILOffset=92"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Both armies manage to limp away from the battle, but in no shape to rejoin it.","两军都勉强撤离战场，但已无力再战。","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-045747\accepted.json","TypeFullName=AtTheGatesCommon.ns_Utilities.BattleProjection; MethodName=BuildSummary; MethodToken=0x0600014e; ILOffset=104"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Both armies suffer a handful of cuts and bruises.","两军都只是受了些皮肉伤。","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-045747\accepted.json","TypeFullName=AtTheGatesCommon.ns_Utilities.BattleProjection; MethodName=BuildSummary; MethodToken=0x0600014e; ILOffset=128"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Building a comma separated list of names, but the list is empty.","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Text.Text; MethodName=BuildCommaSeparatedListOfNames; MethodToken=0x06000210; ILOffset=10 | TypeFullName=AtTheGatesCommon.ns_Text.CompositeString; MethodName=AppendConfigs; MethodToken=0x06000264; ILOffset=10"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","by","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: broad grammar fragment, punctuation glue, or semantic-free token; not useful as a standalone localization target.","","","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=1470"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","by 1 per","上的可用量减少 1 /","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260702-042437\accepted.json","TypeFullName=AtTheGatesCommon.ns_UI.Concepts; MethodName=.cctor; MethodToken=0x0600026a; ILOffset=4368"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","by an additional","额外","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-035833\accepted.json","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=1545"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Can","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, settings, parser, or config-validation text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_CanConstruct; MethodToken=0x06001722; ILOffset=200 | TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_LeadsToProfessions; MethodToken=0x0600172d; ILOffset=106"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Can","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=1406"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Can carry","可携带","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-062022\accepted.json","TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_Abilities; MethodToken=0x06001724; ILOffset=1382"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Can explore","可以探索","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-035833\accepted.json","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=1625"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Can explore","可探索","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-062022\accepted.json","TypeFullName=AtTheGatesCommon.ns_Config.GAME; MethodName=BuildDescription_Abilities; MethodToken=0x06001724; ILOffset=1642"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Can only mirror Beaches which start and end at the North or South edge of a tile.","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, settings, parser, or config-validation text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Config.BeachConfig; MethodName=ProcessMirroring; MethodToken=0x06001386; ILOffset=59"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Cannot cast","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, or exception text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Utilities.SaveUtils; MethodName=ReadSaveables; MethodToken=0x0600015e; ILOffset=123"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Cannot switch","无法切换","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-043731\accepted.json","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=7989"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Can't find Settings.xml:","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, settings, parser, or config-validation text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_GlobalSystems.Settings; MethodName=ReadFromFile; MethodToken=0x060003c5; ILOffset=243"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Changed into [","转变为[","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-040314\accepted.json","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=2447"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Choose From:","可选择：","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260701-040314\accepted.json","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=5638"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Chopping Forest","砍伐森林","UntranslatedDiscovered","Yes","AcceptedSmoke","","","Trial evidence: C:\Users\98538\Documents\AtTheGateChinese\.tmp\trial-localization\20260702-060401\accepted.json","TypeFullName=AtTheGatesCommon.ns_Text.Text; MethodName=GetCommandString; MethodToken=0x0600022a; ILOffset=294"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Climate Placement Order","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, settings, parser, or config-validation text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Config.TerrainConfig; MethodName=LoadTerrainConfigs; MethodToken=0x06001435; ILOffset=1603"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","Climate Placement Order [","","UntranslatedDiscovered","No","SkippedByPolicy","Skipped by policy: technical/internal resource, log, diagnostic, settings, parser, or config-validation text; not user-facing display text.","","","TypeFullName=AtTheGatesCommon.ns_Config.TerrainConfig; MethodName=CachePointers; MethodToken=0x06001438; ILOffset=598"
"source\AtTheGatesCommon.original.dll","CommonDisplayCandidate","commit","犯下","UntranslatedDiscovered","Yes","TrialBatch","","","Trial evidence: trial-common-readable-text-3-batch.json","TypeFullName=AtTheGatesCommon.ns_Properties.PropertyBlueprint; MethodName=BuildDetailsString; MethodToken=0x06000118; ILOffset=8263"
