"Key","Text"
"TEXT.Description.Profession.Coinmaker","
		Coinmakers produce a massive amount of [TREASURE].

		[Training|TRAIN] them requires [STEEL-TOOLS], and they consume [COAL] each turn.
	"
"TEXT.Description.Profession.WoodCollector","
		Wood Collectors can [Harvest|HARVEST] [TIMBER] by [Moving|MOVE-POINT] to any [Tile|TILE] containing a [Forest|FOREST] (but not [BRUSH-LEAFY], which is similar) and [Foraging|FORAGE].

		[Training|TRAIN] a [Clan|CLAN] as a Wood Collector can be a good way to make use of nearby Forests and get your economy off the ground at the start of the game.
	"
"TEXT.Description.Profession.Logger","
		Loggers can [Construct|CONSTRUCT] [LOGGING-CAMP-1:S], which [Produce|PRODUCE] [TIMBER] from [Tiles|TILE] containing a [Forest|FOREST] both under AND adjacent to the Structure.

		Loggers can also be assigned as [Apprentices|APPRENTICE] to the advanced [LOGGING-CAMP-2] Constructed from [STONE-BLOCKS], each one increasing [TIMBER] Production by 4.
	"
"TEXT.Description.Profession.Potter","
		Potters increase the [Production|PRODUCE] of your [HUNTER:S], [GATHERER:S], and [REAPER:S].

		[Training|TRAIN] them requires [TIMBER].
	"
"TEXT.Description.Profession.WoodBundler","
		Wood Bundlers increase the [Production|PRODUCE] of your [WOOD-COLLECTOR:S].

		[Training|TRAIN] them requires [TOOLS].
	"
"TEXT.Description.Profession.Brickmaker","
		Brickmakers [Produce|PRODUCE] [STONE-BLOCKS] from [COAL].

		[Training|TRAIN] them requires [TOOLS].
	"
"TEXT.Description.Profession.KilnMaster","
		Kiln Masters [Produce|PRODUCE] a massive amount of [STONE-BLOCKS] from [COAL].

		[Training|TRAIN] them requires [STEEL-TOOLS].
	"
"TEXT.Description.Profession.Weaver","
		Weavers [Produce|PRODUCE] [CLOTH] from [WOOL] or [FLAX].
	"
"TEXT.Description.Profession.Cooper","
		Coopers greatly increase your [Production|PRODUCE] of [ALCOHOL] and non-[MEAT] types of [FOOD].

		[Training|TRAIN] them requires [TOOLS], and they consume [BOARDS] each turn.
	"
"TEXT.Description.Profession.Woodcarver","
		Woodcarvers [Produce|PRODUCE] [FAME] from [TIMBER].
	"
"TEXT.Description.Profession.Luthier","
		Luthiers [Produce|PRODUCE] a large amount of [FAME] from [BOARDS].

		[Training|TRAIN] them requires [TOOLS].
	"
"TEXT.Description.Profession.Woodsplitter","
		Woodsplitters [Produce|PRODUCE] [BOARDS] from [TIMBER].

		[Training|TRAIN] them requires [TOOLS].
	"
"TEXT.Description.Profession.Hewer","
		Hewers [Produce|PRODUCE] a large amount of [BOARDS] from [TIMBER].

		[Training|TRAIN] them requires [STEEL-TOOLS].
	"
"TEXT.Description.Profession.MasterHewer","
		Master Hewers [Produce|PRODUCE] a massive amount of [BOARDS] from [TIMBER].

		[Training|TRAIN] them requires [STEEL-TOOLS].
	"
"TEXT.Description.Profession.BlockCutter","
		Block Cutters [Produce|PRODUCE] [STONE-BLOCKS] from [STONE].

		[Training|TRAIN] them requires [TOOLS].
	"
"TEXT.Description.Profession.MasterBlockCutter","
		Master Block Cutters [Produce|PRODUCE] a large amount of [STONE-BLOCKS] from [STONE].

		[Training|TRAIN] them requires [STEEL-TOOLS].
	"
"TEXT.Description.Profession.Dyer","
		Dyers [Produce|PRODUCE] [FINE-CLOTH] from [CLOTH].

		[Training|TRAIN] them requires [TOOLS] and [BOARDS].
	"
"TEXT.Description.Profession.Tailor","
		Tailors [Produce|PRODUCE] a large amount of [CLOTH] from [WOOL] or [FLAX].

		[Training|TRAIN] them requires [TOOLS].
	"
"TEXT.Description.Profession.Couturier","
		Couturiers [Produce|PRODUCE] a massive amount of [FINE-CLOTH] from [CLOTH].

		[Training|TRAIN] them requires [STEEL-TOOLS] and that a [Clan|CLAN] has been [Ennobled|NOBLE].
	"
"TEXT.Description.Profession.Stonecarver","
		Stonecarvers [Produce|PRODUCE] [FAME] from [STONE].

		[Training|TRAIN] them requires [TOOLS].
	"
"TEXT.Description.Profession.Sculptor","
		Sculptors [Produce|PRODUCE] a massive amount of [FAME] from [STONE-BLOCKS].

		[Training|TRAIN] them requires [STEEL-TOOLS] and that a [Clan|CLAN] has been [Ennobled|NOBLE].
	"
"TEXT.Description.Profession.Engineer","
		Engineers increase the [Production|PRODUCE] of all [Mines|MINE].
	"
"TEXT.Description.Profession.Architect","
		Architects increase the [Production|PRODUCE] of all advanced [Structures|STRUCTURE] built from [STONE-BLOCKS].
	"
"TEXT.Description.Profession.Explorer","
		Explorers excel at discovering any opportunities or threats that are nearby. They can cross rough [Terrain|TERRAIN] like [HILL:S] and [Forests|FOREST] easily, and are the only [Profession|PROFESSION] which can explore [Deserted Locations|DESERTED-LOCATION].

		Explorers are also extremely fragile and can neither [Attack|ATTACK] enemies nor capture [Structures|STRUCTURE].

		[Training|TRAIN] a [Clan|CLAN] as an Explorer on the first turn is often a good move, as this will give you more information with which to build strategies around.
	"
"TEXT.Description.Profession.Surveyor","
		Surveyors can [Identify|UNIDENTIFIED] ANY kind of [source of Resources|DEPOSIT] ([DEPOSIT-UNKNOWN-PLANT:S].

		Like [EXPLORER:S] they ignore the [Movement|MOVE-POINT] penalty associated with rough [Terrain|TERRAIN].

		Surveyors can can also create [PATH:S] on [Map Tiles|TILE] to greatly speed [Movement|MOVE-POINT] through it, which can be especially helpful in [heavily-Forested|FOREST] areas.
	"
"TEXT.Description.Profession.Trader","
		Traders can [Produce|PRODUCE] a huge amount of [TREASURE] by [Constructing|CONSTRUCT] [TRADING-POST-1:S] out of [TIMBER] or [STONE-BLOCKS] on junctions where [Small Rivers|RIVER] meet one another or a body of water.

		Additional Traders can also be assigned to [TRADING-POST-2:S] as [Apprentices|APPRENTICE], each one greatly increasing the amount of Treasure Produced.

		[Training|TRAIN] them requires [TIMBER].
	"
"TEXT.Description.Profession.Guide","
		Guides increase the [Production|PRODUCE] of all [Foragers|FORAGE] (e.g. [HUNTER], [GATHERER], and [DIGGER]).
	"
"TEXT.Description.Profession.Bard","
		Bards [Produce|PRODUCE] [FAME].
	"
"TEXT.Description.Profession.Minstrel","
		Minstrels [Produce|PRODUCE] a large amount of [FAME].

		[Training|TRAIN] them requires [BOARDS] and [ALCOHOL].
	"
"TEXT.Description.Profession.Lorekeeper","
		Lorekeepers [Produce|PRODUCE] [KNOWLEDGE].
	"
"TEXT.Description.Profession.Scribe","
		Scribes [Produce|PRODUCE] a large amount of [KNOWLEDGE].

		[Training|TRAIN] them requires [PARCHMENT].
	"
"TEXT.Description.Profession.Scholar","
		Scholars [Produce|PRODUCE] a massive amount of [KNOWLEDGE].

		[Training|TRAIN] them requires [PARCHMENT].
	"
"TEXT.Description.Profession.Tinkerer","
		Tinkerers [Produce|PRODUCE] a large amount of [KNOWLEDGE].

		[Training|TRAIN] them requires [TOOLS].
	"
"TEXT.Description.Profession.Consul","
		Consuls [Produce|PRODUCE] a large amount of [PRESTIGE].

		[Training|TRAIN] them requires [PARCHMENT].
	"
"TEXT.Description.Profession.Instructor","
		When you have an Instructor you can remove [Traits|CLAN-TRAIT] or [Crimes|CRIME] from [Clans|CLAN] in the [SETTLEMENT] by spending 50 [PARCHMENT] (right-click on the Clan Card icon to perform this action).

		[Training|TRAIN] them requires [PARCHMENT].
	"
"TEXT.Description.Profession.SupplyWagon","
		TODO"
"TEXT.Description.Profession.Patron","
		Patrons [Produce|PRODUCE] an enormous amount of [FAME].

		[Training|TRAIN] them requires [TREASURE].
	"
"TEXT.Description.Profession.Inventor","
		Inventors [Produce|PRODUCE] a massive amount of [KNOWLEDGE].

		[Training|TRAIN] them requires [STEEL-TOOLS].
	"
"TEXT.Description.Profession.Merchant","
		Merchants greatly increase your [Production|PRODUCE] of [CLOTH], [ALCOHOL], and [OIL].

		[Training|TRAIN] them requires [PARCHMENT].
	"
"TEXT.Description.Profession.Catapult","
		Catapulters are highly specialized [Units|UNIT] which excel in weakening [Dug In|DIG-IN] enemies [Armies|ARMY] by reducing their [Supply|SUPPLY]. However, they are slow, vulnerable and expensive.

		[Training|TRAIN] them requires [BOARDS] and [STEEL].
	"
"TEXT.Description.Profession.Galley","
		Galleys are both the battleships and transports of late antiquity. They can ferry 1 [Unit|UNIT] or your [SETTLEMENT] over the water at high speed, which can very useful when claiming [Deposits|DEPOSIT] on nearby islands, migrating, invading distant neighbors, or simply moving land-based [Clans|CLAN] back and forth.

		[Training|TRAIN] them requires [CLOTH] and [TIMBER].
	"
"TEXT.Description.Profession.SupplyShip","
		Supply Ships provide [Supply|SUPPLY] to adjacent land [Tiles|TILE], making them a vital element of any major naval operation. Unlike the Supply Camp, Supply Ships do not need to be within range of an existing [Supply|SUPPLY] source. It is impossible to [Besiege|SIEGE] Armies adjacent to a friendly Supply Ship.
	"
"TEXT.Description.Profession.Spearman","
		Spearmen are the front-line [Warriors|WARRIOR] of At the Gates. Although feared by [Bandits|BANDIT] they are outclassed by [Cavalry|CAVALRY] on flat ground, though more capable in rough [Terrain|TERRAIN] and much cheaper.

		[Training|TRAIN] them requires [WEAPONS].
	"
"TEXT.Description.Profession.HeavyInfantry","
		Men-At-Arms are late antiquity's most powerful front-line combatants. Feared by all other types of [Infantry|INFANTRY], they are outclassed only by [HEAVY-CAVALRY:S] and [ROMAN-HEAVY-CAVALRY:S] in open [Terrain|TERRAIN].

		[Training|TRAIN] them requires [STEEL-WEAPONS] and [ARMOR].
	"
"TEXT.Description.Profession.LightCavalry","
		Lancers are fast, but expensive to [Train|TRAIN] and less effective in rough [Terrain|TERRAIN] due to their [Supply|SUPPLY] cost. They are ideal for recon, raiding, cutting off enemy [Supply|SUPPLY], and dealing with sudden emergencies.

		[Training|TRAIN] them requires [WARHORSES] and [WEAPONS].
	"
"TEXT.Description.Profession.HeavyCavalry","
		This early form of Knights began to see use as the Roman Empire still clung to life. They are unmatched on the battlefield, but extremely expensive to [Train|TRAIN] and less effective in rough [Terrain|TERRAIN] due to their [Supply|SUPPLY] cost. The bulky armor they wear makes them not much faster than [Infantry|INFANTRY] but woe to any foe which dares stand and fights!

		[Training|TRAIN] them requires [STEEL-WEAPONS], [STEEL-ARMOR], [WARHORSES], and that a [Clan|CLAN] has been [Ennobled|NOBLE].
	"
"TEXT.Description.Profession.HorseArcher","
		Horse Archers are elusive and deadly. They are much faster than Heavy Cavalry, and tougher to pin down than other types of Light Cavalry. The Horse Archer's only weakness is poor performance in rough [Terrain|TERRAIN]. Only the nomadic Huns and Avars can [Train|TRAIN] them.

		[Training|TRAIN] them requires [WARHORSES] and [WEAPONS].
	"
"TEXT.Description.Profession.RomanLegion","
		Legions are still formidable foes, but no longer the invincible force of centuries past. They are stronger than basic [Infantry|INFANTRY], but cost much more to [Train|TRAIN].

		[Training|TRAIN] them requires [STEEL-WEAPONS] and [STEEL-ARMOR].
	"
"TEXT.Description.Profession.RomanLightCavalry","
		Equites are fast, but expensive to [Train|TRAIN] and less effective in rough [Terrain|TERRAIN]. They are ideal for recon, raiding, cutting off enemy [Supply|SUPPLY], and dealing with sudden emergencies.
	"
"TEXT.Description.Profession.RomanHeavyCavalry","
		Cataphracts are unmatched on the battlefield, but extremely expensive to [Train|TRAIN] and less effective in rough [Terrain|TERRAIN]. The bulky armor they wear makes them no faster than [Infantry|INFANTRY], but woe to any foe which stands and fights!
	"
"TEXT.Description.Profession.BanditInfantry","
		[Unmounted|INFANTRY] [Bandits|BANDIT] are are easily driven off due to their low [Morale|MORALE], but can still pose a threat to undefended [Structures|STRUCTURE] and [Civilians|CIVILIAN].
	"
"TEXT.Description.Profession.BanditCavalry","
		Bandit Raiders are weaker than the [LIGHT-CAVALRY:S] you can [Train|TRAINING], but still fast and dangerous. They are especially a threat to undefended [Structures|STRUCTURE], which they can [Pillage|PILLAGE] more quickly than [Infantry|INFANTRY].
	"
"TEXT.Description.Profession.SlaveInfantry","
		Slaves are weaker than any other type of [Warrior|WARRIOR] [Unit|UNIT], but still pose a threat to undefended [Civilians|CIVILIAN]. They have high [Morale|MORALE] but very little [Power|POWER].
	"
"TEXT.Description.Road.Roman","Roman Roads are engineering marvels of antiquity, and allow [Units|UNIT] to [Move|MOVE-POINT] over them very quickly."
"TEXT.Description.Road.Path","
		[SURVEYOR:S] can [Construct|CONSTRUCT] Paths in order to negate the [Movement|MOVE-POINT] penalty associated with rough [Terrain|TERRAIN] like [HILL:S] and [Forests|FOREST].

		Note that for an [Army|ARMY] to receive this Movement bonus both the [Tile|TILE] it's moving from [COLOR:EMPHASIS]and[/COLOR] the one being entered must contain a Path - simply moving onto or off of one has no effect.
	"
"TEXT.Description.Resource.Score","
		Score is a general indicator of how well your game is going.

		[*]-2 for every [Turn|TURN] your tribe is [Starving|STARVE]

		[*]+3 per [Clan|CLAN]
		[*]+2 per [Structure|STRUCTURE] built, captured, or [Pillaged|PILLAGE]

		[*]+2 per [Roman|ROME] Clan killed
		[*]+2 per ship sunk
		[*]+1 per non-Roman Clan killed

		[*]+2 per [Bandit|BANDIT] Camp destroyed
		[*]+3 per Bandit Fort/Slave Camp destroyed
	"
"TEXT.Description.Resource.Fame","
		As your Fame grows new [Clans|CLAN] hear of your deeds and join your tribe.

		With each Clan that joins fewer remain who are interested in your leadership, and the rate new Clans arrive will slow down considerably.

		You start the game [Producing|PRODUCE] 4 Fame per [Turn|TURN], but this number can be increased dramatically by [Training|TRAIN] Clans in [Professions|PROFESSION] that [Produce|PRODUCE] Fame, like the [BARD], [FEAST-MASTER], and [WOODCARVER]. [Declaring a Kingdom|DECLARE-KINGDOM] provides a massive boost to Fame, but fixes your [SETTLEMENT] in place, and is an option that should be avoided during the first few years of the game.
	"
"TEXT.Description.Resource.Prestige","
		As your Prestige grows you will acquire diplomatic [Emissaries|EMISSARY].
		
		You automatically produce a small amount of Prestige each turn (unless you play as Drest of the Picts). You can acquire more by [Training|TRAIN] Clans in the [CONSUL] [Profession|PROFESSION].
	"
"TEXT.Description.Resource.Knowledge","
		The more Knowledge you [Produce|PRODUCE] the faster you can [Learn|LEARN] new [Professions|PROFESSION] to [Train|TRAIN] your [Clans|CLAN] in and [Upgrades|UPGRADE] to make them even more powerful.

		You start the game [Producing|PRODUCE] 4 Knowledge per [Turn|TURN], but this number can be increased dramatically by Training Clans in Knowledge-Producing Professions like [LOREKEEPER], [PRIEST], and [TINKERER].
	"
"TEXT.Description.Resource.Treasure","
		Treasure allows you to purchase other [Resources|RESOURCE] from [Caravans|CARAVAN].

		The three primary ways to acquire Treasure are selling Resources you don't need to Caravans, [Constructing|CONSTRUCT] [TRADING-POST-1:S], and Constructing [Mines|MINE] on rare [Mineral Deposits|MINERAL] like Gold or Gems. You also receive a small amount of Treasure for [Pillaging|PILLAGE] enemy [Structures|STRUCTURE].
	"
"TEXT.Description.Resource.Food","
		Food is the game's most important [Resource|RESOURCE] as if you run out your Tribe will [Starve|STARVE]. Unlike all other Resources it is [stored as a number of Turns|STORED-TURN], rather than a specific quantity.

		Each of your [Clans'|CLAN] [Families|FAMILY] [Consumes|CONSUME] 0.2 Food per [Turn|TURN]. You start a game with 3 Clans of 1 Family Consuming a total of 0.6 Food per Turn.

		Much of your early Food will come from [Foraging|FORAGE], often with a [GATHERER]. Later, [Constructing|CONSTRUCT] [Farms|STRUCTURE] and [Pastures|PASTURE] provides a means to [Produce|PRODUCE] much more.
	"
"TEXT.Description.Resource.Wheat","
		Wheat is a type of [FOOD] that can be [Harvested|HARVEST] from special [sources|DEPOSIT] by [REAPER:S] and [WHEAT-FARM-1:S].

		Wheat can also be converted into [ALCOHOL] by an [ALE-MAKER].
	"
"TEXT.Description.Resource.Fish","Fish are a type of [FOOD] that can be [Harvested|HARVEST] from special [sources|DEPOSIT] by [FISHERMAN:S]."
"TEXT.Description.Resource.Meat","Meat is a type of [FOOD] that can be [Produced|PRODUCE] by [MEAT-CUTTER:S] from [Animals|ANIMAL] in your [Stockpile|STOCKPILE]."
"TEXT.Description.Resource.Cheese","Cheese is a type of [FOOD] that can be [Produced|PRODUCE] by [CHEESEMAKER:S], the amount based on how many [CATTLE] and [SHEEP] you have in your [Stockpile|STOCKPILE]."
"TEXT.Description.Resource.Fruit","Fruit is a type of [FOOD] that can be [Harvested|HARVEST] from special [sources|DEPOSIT] by [REAPER:S] and [WHEAT-FARM-1:S]."
"TEXT.Description.Resource.Warhorse","
		Warhorses are needed to [Train|TRAIN] fast and powerful [Cavalry|CAVALRY].

		1 [WARHORSES:SINGULAR] is automatically turned into 5 [FOOD] if the Tribe is starving.
	"
"TEXT.Description.Resource.Horse","
		Horses can be used in the same way as other [Animals|ANIMAL], and also turned into [WARHORSES] by a [HORSE-TRAINER].

		1 [HORSES:SINGULAR] from your [Stockpile|STOCKPILE] is automatically turned into 5 [FOOD] if the Tribe is starving.
	"
"TEXT.Description.Resource.Sheep","
		Sheep can be used in the same way as other [Animals|ANIMAL], and also used to create [CLOTH] with the help of a [WOOL-COLLECTOR] and [WEAVER].

		1 [SHEEP:SINGULAR] from your [Stockpile|STOCKPILE] is automatically turned into 4 [FOOD] if the Tribe is starving.
	"
"TEXT.Description.Resource.Cattle","
		Cattle can be used in the same way as other [Animals|ANIMAL].

		1 [CATTLE:SINGULAR] from your [Stockpile|STOCKPILE] is automatically turned into 5 [FOOD] if the Tribe is starving.
	"
"TEXT.Description.Resource.Pig","
		Pigs can be used in the same way as other [Animals|ANIMAL].

		1 [PIGS:SINGULAR] from your [Stockpile|STOCKPILE] is automatically turned into 4 [FOOD] if the Tribe is starving.
	"
"TEXT.Description.Resource.Deer","
		Deer can be eaten as [FOOD] with the help of a [HUNTER], or turned into [PARCHMENT] or [CLOTH] (Leather) by a [TRAPPER].

		Unlike other [Animals|ANIMAL] Deer can only be [Foraged|FORAGE] and not added to your [Stockpile|STOCKPILE] via a [Pasture|PASTURE], making them not quite as useful.
	"
"TEXT.Description.Resource.SteelArmor","
		Steel Armor can be used to [Train|TRAIN] advanced [Infantry|INFANTRY] and [Cavalry|CAVALRY], and are required by some advanced [Upgrades|UPGRADE].

		Steel Armor is forged from [STEEL] by a [STEEL-ARMORSMITH]."
"TEXT.Description.Resource.SteelWeapon","
		Steel Weapons are needed to [Train|TRAIN] all advanced [Warrior|WARRIOR] [Professions|PROFESSION], and are required by some advanced [Upgrades|UPGRADE].

		Steel Weapons are forged from [STEEL] by a [STEEL-WEAPONSMITH]."
"TEXT.Description.Resource.SteelTool","
		Steel Tools are needed to [Train|TRAIN] many advanced [Civilian|CIVILIAN] [Professions|PROFESSION], and are required by many advanced [Upgrades|UPGRADE].

		Steel Tools are forged from [STEEL] by a [STEELMAKER]."
"TEXT.Description.Resource.Steel","
		Steel can be forged into [STEEL-TOOLS], [STEEL-WEAPONS], and [STEEL-ARMOR] by advanced [METALWORKING] [Professions|PROFESSION].

		Steel is created from [IRON] and [COAL] by a [STEELMAKER]."
"TEXT.Description.Resource.Armor","
		Armor can be used to [Train|TRAIN] advanced [Infantry|INFANTRY] and [Cavalry|CAVALRY], and is required by some advanced [Upgrades|UPGRADE].

		Armor is forged from [IRON] by an [ARMORSMITH]."
"TEXT.Description.Resource.Weapons","
		Weapons are needed to [Train|TRAIN] nearly all [Warrior|WARRIOR] [Professions|PROFESSION], and can be used to [Upgrade|UPGRADE] their [Power|POWER] even further.

		Weapons are forged from [IRON] by a [WEAPONSMITH]."
"TEXT.Description.Resource.Tool","
		Tools are needed to [Train|TRAIN] many [Settled|SETTLED] [Civilian|CIVILIAN] [Professions|PROFESSION], and are required by many early game [Upgrades|UPGRADE].

		Tools are forged from [IRON] by a [BLACKSMITH]."
"TEXT.Description.Resource.Iron","
		Iron is [Harvested|HARVEST] from [Mineral Deposits|MINERAL] by [DIGGER:S] or [IRON-MINE-1:S].

		Iron can be forged into [TOOLS] by a [BLACKSMITH], into [WEAPONS] by a [WEAPONSMITH], or into [STEEL] by a [STEELMAKER]."
"TEXT.Description.Resource.Coal","
		Coal is [Harvested|HARVEST] from [Mineral Deposits|MINERAL] by [DIGGER:S] or [IRON-MINE-1:S].

		[STEELMAKER:S] can combine Coal with [IRON] to make [STEEL], and Coal is required by a handful of advanced [FOOD]-boosting [Professions|PROFESSION] like the [BAKER]."
"TEXT.Description.Resource.StoneBlock","
		Stone Blocks are created from [STONE] by a [BLOCK-CUTTER].

		Stock Blocks are a very important [Resource|RESOURCE], as they can be used to [Construct|CONSTRUCT] permanent [Structures|STRUCTURE] which never [Degrade|DEGRADE]. They're also required by some [Profession|PROFESSION] [Upgrades|UPGRADE]."
"TEXT.Description.Resource.Stone","
		Stone is [Harvested|HARVEST] from [Mineral Deposits|MINERAL] by [DIGGER:S] or [STONE-QUARRY-1:S].

		The main use of Stone is converting it into [STONE-BLOCKS] with a [BLOCK-CUTTER] and using those to [Construct|CONSTRUCT] [Structures|STRUCTURE] which never [Degrade|DEGRADE]. It can also be used in other miscellaneous ways, such as having a [STONECARVER] turn it into [FAME]."
"TEXT.Description.Resource.Board","
		Boards are created from [TIMBER] by [WOODSPLITTER:S], and can be used in a few ways:

		[*]Spent to add [Apprentice Slots|APPRENTICE] to advanced [STONE-BLOCKS:SINGULAR]-based [Structures|STRUCTURE].
		[*]Spent to acquire some [Profession|PROFESSION] [Upgrades|UPGRADE].
		[*]Used to build [GALLEY:S] and [CATAPULT:S] in the late game."
"TEXT.Description.Resource.Timber","
		Timber is [Harvested|HARVEST] from [Forests|FOREST] by [WOOD-COLLECTOR:S] or [LOGGING-CAMP-1:S], and can be used in a variety of ways:

		[*]Traded to the [Caravan|CARAVAN] in exchange for other [Resources|RESOURCE].
		[*]Used for economically-useful purposes (such as having a [WOODCARVER] turn it into [FAME].
		[*]Converted into [BOARDS] by a [WOODSPLITTER].
	"
"TEXT.Description.Resource.Parchment","
		Parchment is [Harvested|HARVEST] from [Animals|ANIMAL] by [TRAPPER:S] or [Produced|PRODUCE] from [Stockpiled|STOCKPILE] Animals by [PARCHMENT-MAKER:S], and can be used in a variety of ways:

		[*][Training|TRAIN] Clans in some [Civilian|CIVILIAN] [Professions|PROFESSION] (especially those in [DISCOVERY]).
		[*]Spent to acquire some [Profession|PROFESSION] [Upgrades|UPGRADE].
		[*]Used to [Declare Your Kingdom|DECLARE-KINGDOM].
		[*]Spent to remove [Traits|CLAN-TRAIT] or [Crimes|CRIME] from a Clan (via the [INSTRUCTOR]).
	"
"TEXT.Description.Resource.FineCloth","
		Fine Cloth is an advanced [Resource|RESOURCE] mainly can be used to [Ennoble|NOBLE] [Clans|CLAN], but is also used to [Train|TRAIN] them in a couple late-game [Civilian|CIVILIAN] [Professions|PROFESSION] (e.g. [CLERIC]).

		Fine Cloth is created from normal [CLOTH] by a [COUTURIER].
	"
"TEXT.Description.Resource.Cloth","
		Cloth is [Harvested|HARVEST] from [Animals|ANIMAL] by [TRAPPER:S] (as Leather) or [Produced|PRODUCE] from [WOOL] or [FLAX] by [WEAVER:S], and can be used in a variety of ways:

		[*]Spent in the Clans Screen to increase your [Clan Limit|POPCAP].
		[*]Spent to acquire some [Profession|PROFESSION] [Upgrades|UPGRADE] (e.g. for [FISHERMAN:S] or [GATHERER:S]).
		[*]Spent to [Train|TRAIN] Clans in some [Professions|PROFESSION] (e.g. [PRIEST], [GALLEY]).
		[*]Spent to [Heal|DAMAGE] wounded [Warriors|WARRIOR] (along with [OIL]).
	"
"TEXT.Description.Resource.Wool","
		Wool is [Produced|PRODUCE] by [WOOL-COLLECTOR:S], the amount being based on how many [SHEEP] you have in your [Stockpile|STOCKPILE]. Your Sheep are not harmed in the process!

		[WEAVER:S] can turn [WOOL] into [CLOTH].
	"
"TEXT.Description.Resource.Flax","
		Flax is [Harvested|HARVEST] from [DEPOSIT-FLAX:S] by [REAPER:S] or [FLAX-FARM-1:S], and can be used in a few ways:

		[*]Traded to the [Caravan|CARAVAN] in exchange for other [Resources|RESOURCE].
		[*]Converted into [CLOTH] by a [WEAVER].
		[*]Converted into [OIL] by an [OIL-PRESSER].
	"
"TEXT.Description.Resource.Oil","
		Oil is [Produced|PRODUCE] from [OLIVES] or [FLAX], and can be used in a few ways:

		[*]Traded to the [Caravan|CARAVAN] in exchange for other [Resources|RESOURCE].
		[*]Spent to [Train|TRAIN] Clans in some advanced [Professions|PROFESSION], especially in [HONOR].
		[*]Spent to [Heal|DAMAGE] wounded [Warriors|WARRIOR] (along with [CLOTH]).
	"
"TEXT.Description.Resource.Olives","
		Olives are automatically converted into [FOOD] when your tribe has nothing else to eat.

		A better use though is converting Olives into [OIL] with an [OIL-PRESSER].
	"
"TEXT.Description.Resource.Alcohol","
		Alcohol is [Produced|PRODUCE] from [GRAPES], [HONEY], [BARLEY], and [WHEAT]. It can be used in a few ways:

		[*]Traded to the [Caravan|CARAVAN] in exchange for other [Resources|RESOURCE].
		[*]Spent to temporarily increase the [Mood|MOOD] of a Clan (button appears on the Clan Card).
		[*]Spent to [Train|TRAIN] Clans in a couple [Professions|PROFESSION] (such as [FEAST-MASTER]).
	"
"TEXT.Description.Resource.Grapes","
		Grapes are automatically converted into [FOOD] when your tribe has nothing else to eat.

		A better use though is converting Grapes into [ALCOHOL] with a [WINEMAKER].
	"
"TEXT.Description.Resource.Honey","
		Honey is automatically converted into [FOOD] when your tribe has nothing else to eat.

		A better use though is converting Honey into [ALCOHOL] with a [WINEMAKER].
	"
"TEXT.Description.Resource.Barley","
		Barley is automatically converted into [FOOD] when your tribe has nothing else to eat.

		A better use though is converting Barley into [ALCOHOL] with an [ALE-MAKER].
	"
"TEXT.Description.Resource.Salt","
		Salt is [Harvested|HARVEST] from [DEPOSIT-SALT:S] by [DIGGER:S] or [SALT-MINE-1:S], and can be used in a couple ways:

		[*]Traded to the [Caravan|CARAVAN] in exchange for other [Resources|RESOURCE].
		[*]Used by [Professions|PROFESSION] like the [BRINER] and [CHEESEMAKER] to greatly increase your [FOOD] [Production|PRODUCE].
	"
"TEXT.Description.Tech.Upgrade.1","Upgrade #1"
"TEXT.Description.Tech.Upgrade.2","Upgrade #2"
"TEXT.Description.Tech.MilitiaTraining","TODO"
"TEXT.Description.Tech.CeremonialRites","TODO"
"TEXT.Faction.FactionTraitDescription.Goths","Starts with 100 Treasure (default is 40)."
"TEXT.Faction.FactionTraitDescription.Huns","Can Train Horse Archers, and starts the game with one. Cannot own Structures."
"TEXT.Faction.FactionTraitDescription.Vandals","Receives gifts of Food or Treasure from Rome every couple years. Locked in a permanent Alliance with all Roman Factions."
"TEXT.Faction.FactionTraitDescription.Alemanni","All Clans will have at least one positive Trait and no fully negative Traits. -50% Fame."
"TEXT.Faction.FactionTraitDescription.Picts","Starts the game with 30 Food and 8 Clans (default is 3)."
"TEXT.Faction.FactionTraitDescription.Lombards","Starts the game with 40 Food and all Resource Deposits Identified. Unable to Train any Clans in Foraging Professions."
"TEXT.Faction.FactionTraitDescription.Franks","+1 Mood bonus for all Clans. Permanently at war with all Factions which don't follow the 'Nicene Christianity' Religion."
"TEXT.Faction.FactionTraitDescription.Slavs","Units no longer require Supply except when inside another Faction's Borders."
"TEXT.Faction.FactionTraitDescription.Saxons","Starts the game next to the ocean with a free Galley. Bonuses provided by Deserted Locations doubled."
"TEXT.Faction.FactionTraitDescription.Avars","+1 Move Point for all Units. Can Train Horse Archers. All Units require 1 additional Supply."
"TEXT.Description.DevLevel.VeryPrimitive","Very Primitive [Factions|FACTION] start basically at the level of the Human Player: a single [SETTLEMENT] and a handful of [Clans|CLAN]."
"TEXT.Description.DevLevel.Primitive","Primitive [Factions|FACTION] start with somewhat more than the Human Player, and are roughly equivalent in to where the player is 50 turns into the game."
"TEXT.Description.DevLevel.Developed","Developed [Factions|FACTION] are in what would roughly be a mid-game situation for the Human Player."
"TEXT.Description.DevLevel.Advanced","Advanced [Factions|FACTION] are powerful, as much so as the Human Player can possibly get by the late-game."
